"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Choe A.S.; Jones C.K.; Joel S.E.; Muschelli J.; Belegu V.; Caffo B.S.; Lindquist M.A.; Van Zijl P.C.M.; Pekar J.J.","Choe, Ann S. (36908446600); Jones, Craig K. (7408260049); Joel, Suresh E. (36437394800); Muschelli, John (40462056100); Belegu, Visar (13410636300); Caffo, Brian S. (35069047000); Lindquist, Martin A. (7007030971); Van Zijl, Peter C. M. (7006760849); Pekar, James J. (7003771238)","36908446600; 7408260049; 36437394800; 40462056100; 13410636300; 35069047000; 7007030971; 7006760849; 7003771238","Reproducibility and temporal structure in weekly resting-state fMRI over a period of 3.5 years","2015","PLoS ONE","10","10","0140134","","","","84","10.1371/journal.pone.0140134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950335593&doi=10.1371%2fjournal.pone.0140134&partnerID=40&md5=aa0a7bee9972c36f026b7e44794953a8","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84950335593"
"Risk B.B.; Matteson D.S.; Ruppert D.; Eloyan A.; Caffo B.S.","Risk, Benjamin B. (52464444700); Matteson, David S. (54904485700); Ruppert, David (7006030338); Eloyan, Ani (38661178300); Caffo, Brian S. (35069047000)","52464444700; 54904485700; 7006030338; 38661178300; 35069047000","An evaluation of independent component analyses with an application to resting-state fMRI","2014","Biometrics","70","1","","224","236","12","19","10.1111/biom.12111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895885091&doi=10.1111%2fbiom.12111&partnerID=40&md5=647224f0a2617948b227305f308e9005","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84895885091"
"Barber A.D.; Caffo B.S.; Pekar J.J.; Mostofsky S.H.","Barber, Anita D. (8582425200); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880)","8582425200; 35069047000; 7003771238; 7003584880","Effects of working memory demand on neural mechanisms of motor response selection and control","2013","Journal of Cognitive Neuroscience","25","8","","1235","1248","13","39","10.1162/jocn_a_00394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879985986&doi=10.1162%2fjocn_a_00394&partnerID=40&md5=b4c7cff1463f2efdc1ee1b3757e39e03","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84879985986"
"Yang X.; Lauzon C.B.; Crainiceanu C.; Caffo B.; Resnick S.M.; Landman B.A.","Yang, Xue (39162313400); Lauzon, Carolyn B. (36711923300); Crainiceanu, Ciprian (6603085071); Caffo, Brian (35069047000); Resnick, Susan M. (7102831381); Landman, Bennett A. (16679175200)","39162313400; 36711923300; 6603085071; 35069047000; 7102831381; 16679175200","Accounting for random regressors: A unified approach to multi-modality imaging","2011","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7012 LNCS","","","1","9","8","0","10.1007/978-3-642-24446-9_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053479607&doi=10.1007%2f978-3-642-24446-9_1&partnerID=40&md5=3d5263a8d78a4d74fdb070e8f12ca640","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-80053479607"
"Muschelli J.; Nebel M.B.; Caffo B.S.; Barber A.D.; Pekar J.J.; Mostofsky S.H.","Muschelli, John (40462056100); Nebel, Mary Beth (34873055300); Caffo, Brian S. (35069047000); Barber, Anita D. (8582425200); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880)","40462056100; 34873055300; 35069047000; 8582425200; 7003771238; 7003584880","Reduction of motion-related artifacts in resting state fMRI using aCompCor","2014","NeuroImage","96","","","22","35","13","260","10.1016/j.neuroimage.2014.03.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899895896&doi=10.1016%2fj.neuroimage.2014.03.028&partnerID=40&md5=ee9cd321d1782bbcd3a0d3e91b1ec60f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84899895896"
"Lee K.-J.; Jones G.L.; Caffo B.S.; Bassett S.S.","Lee, Kuo-Jung (35366392300); Jones, Galin L. (8392084000); Caffo, Brian S. (35069047000); Bassett, Susan S. (7007164425)","35366392300; 8392084000; 35069047000; 7007164425","Spatial Bayesian variable selection models on functional magnetic resonance imaging time-series data","2014","Bayesian Analysis","9","3","","699","732","33","26","10.1214/14-BA873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916894479&doi=10.1214%2f14-BA873&partnerID=40&md5=5dc662695aa2c8a0b9cd6b2e3122baa2","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84916894479"
"Lindquist M.A.; Caffo B.; Crainiceanu C.","Lindquist, Martin A. (7007030971); Caffo, Brian (35069047000); Crainiceanu, Ciprian (6603085071)","7007030971; 35069047000; 6603085071","Ironing out the statistical wrinkles in ""ten ironic rules""","2013","NeuroImage","81","","","499","502","3","41","10.1016/j.neuroimage.2013.02.056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880812523&doi=10.1016%2fj.neuroimage.2013.02.056&partnerID=40&md5=40ac4495409c5d9f0a791b5499eb5034","Note","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84880812523"
"Lauzon C.B.; Asman A.J.; Crainiceanu C.; Caffo B.C.; Landman B.A.","Lauzon, Carolyn B. (36711923300); Asman, Andrew J. (38560957900); Crainiceanu, Ciprian (6603085071); Caffo, Brian C. (35069047000); Landman, Bennett A. (16679175200)","36711923300; 38560957900; 6603085071; 35069047000; 16679175200","Assessment of bias for MRI diffusion tensor imaging using SIMEX","2011","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","6892 LNCS","PART 2","","107","115","8","5","10.1007/978-3-642-23629-7_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255167054&doi=10.1007%2f978-3-642-23629-7_14&partnerID=40&md5=6227d3b3d6de1a214fe0e28df6ac6931","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-82255167054"
"Yang X.; Lauzon C.B.; Crainiceanu C.; Caffo B.; Resnick S.M.; Landman B.A.","Yang, Xue (39162313400); Lauzon, Carolyn B. (36711923300); Crainiceanu, Ciprian (6603085071); Caffo, Brian (35069047000); Resnick, Susan M. (7102831381); Landman, Bennett A. (16679175200)","39162313400; 36711923300; 6603085071; 35069047000; 7102831381; 16679175200","Biological parametric mapping accounting for random regressors with regression calibration and model II regression","2012","NeuroImage","62","3","","1761","1768","7","3","10.1016/j.neuroimage.2012.05.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863521211&doi=10.1016%2fj.neuroimage.2012.05.020&partnerID=40&md5=04ec63c2d6dbe309b8c7065346d13208","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84863521211"
"Boatman-Reich D.; Franaszczuk P.J.; Korzeniewska A.; Caffo B.; Ritzl E.K.; Colwell S.; Crone N.E.","Boatman-Reich, Dana (7005150975); Franaszczuk, Piotr J. (6701326855); Korzeniewska, Anna (57204042585); Caffo, Brian (35069047000); Ritzl, Eva K. (6506029104); Colwell, Sarah (55510070600); Crone, Nathan E. (6603727775)","7005150975; 6701326855; 57204042585; 35069047000; 6506029104; 55510070600; 6603727775","Quantifying auditory event-related responses in multichannel human intracranial recordings","2010","Frontiers in Computational Neuroscience","4","","","","","","32","10.3389/fncom.2010.00004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870445275&doi=10.3389%2ffncom.2010.00004&partnerID=40&md5=03cb573063e328c79731be8aec7b521d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84870445275"
"Swihart B.J.; Caffo B.; James B.D.; Strand M.; Schwartz B.S.; Punjabi N.M.","Swihart, Bruce J. (57196357357); Caffo, Brian (35069047000); James, Bryan D. (57204725747); Strand, Matthew (7102005048); Schwartz, Brian S. (55663268300); Punjabi, Naresh M. (7004869128)","57196357357; 35069047000; 57204725747; 7102005048; 55663268300; 7004869128","Lasagna plots: A saucy alternative to spaghetti plots","2010","Epidemiology","21","5","","621","625","4","80","10.1097/EDE.0b013e3181e5b06a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955872497&doi=10.1097%2fEDE.0b013e3181e5b06a&partnerID=40&md5=39771c6d571a2edefa84ee34b28f8088","Note","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-77955872497"
"Mejia A.F.; Nebel M.B.; Shou H.; Crainiceanu C.M.; Pekar J.J.; Mostofsky S.; Caffo B.; Lindquist M.A.","Mejia, Amanda F. (56215449300); Nebel, Mary Beth (34873055300); Shou, Haochang (55980755700); Crainiceanu, Ciprian M. (6603085071); Pekar, James J. (7003771238); Mostofsky, Stewart (7003584880); Caffo, Brian (35069047000); Lindquist, Martin A. (7007030971)","56215449300; 34873055300; 55980755700; 6603085071; 7003771238; 7003584880; 35069047000; 7007030971","Improving reliability of subject-level resting-state fMRI parcellation with shrinkage estimators","2015","NeuroImage","112","","","14","29","15","30","10.1016/j.neuroimage.2015.02.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924347949&doi=10.1016%2fj.neuroimage.2015.02.042&partnerID=40&md5=45909b82bfd77912ad6bd01f589f1b7a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84924347949"
"Leekha S.; Li S.; Thom K.A.; Anne Preas M.; Caffo B.S.; Morgan D.J.; Harris A.D.","Leekha, Surbhi (14623002900); Li, Shanshan (57217797574); Thom, Kerri A. (22935952200); Anne Preas, Michael (55813244400); Caffo, Brian S. (35069047000); Morgan, Daniel J. (14039408700); Harris, Anthony D. (7404040049)","14623002900; 57217797574; 22935952200; 55813244400; 35069047000; 14039408700; 7404040049","Comparison of total hospital-acquired bloodstream infections to central line-associated bloodstream infections and implications for outcome measures in infection control","2013","Infection Control and Hospital Epidemiology","34","9","","984","986","2","11","10.1086/671730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881182926&doi=10.1086%2f671730&partnerID=40&md5=5a3757da7ff0320a3704b7f77064d508","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84881182926"
"Coughlin J.M.; Wang Y.; Ma S.; Yue C.; Kim P.K.; Adams A.V.; Roosa H.V.; Gage K.L.; Stathis M.; Rais R.; Rojas C.; McGlothan J.L.; Watkins C.C.; Sacktor N.; Guilarte T.R.; Zhou Y.; Sawa A.; Slusher B.S.; Caffo B.; Kassiou M.; Endres C.J.; Pomper M.G.","Coughlin, Jennifer M. (8600272300); Wang, Yuchuan (8680350200); Ma, Shuangchao (56042068600); Yue, Chen (56042193900); Kim, Pearl K. (56042278800); Adams, Ashley V. (56042126400); Roosa, Heidi V. (54789140900); Gage, Kenneth L. (57205262628); Stathis, Marigo (6602729678); Rais, Rana (26536483000); Rojas, Camilo (7005036009); McGlothan, Jennifer L. (6603436488); Watkins, Crystal C. (7203033532); Sacktor, Ned (12787764100); Guilarte, Tomas R. (7005536141); Zhou, Yun (35291190000); Sawa, Akira (7005376260); Slusher, Barbara S. (7003636138); Caffo, Brian (35069047000); Kassiou, Michael (7004711695); Endres, Christopher J. (6701338081); Pomper, Martin G. (35248909800)","8600272300; 8680350200; 56042068600; 56042193900; 56042278800; 56042126400; 54789140900; 57205262628; 6602729678; 26536483000; 7005036009; 6603436488; 7203033532; 12787764100; 7005536141; 35291190000; 7005376260; 7003636138; 35069047000; 7004711695; 6701338081; 35248909800","Regional brain distribution of translocator protein using [ 11C]DPA-713 PET in individuals infected with HIV","2014","Journal of NeuroVirology","20","3","","219","232","13","76","10.1007/s13365-014-0239-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905407732&doi=10.1007%2fs13365-014-0239-5&partnerID=40&md5=800c02a2138b3ae03f33159f1aed0439","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84905407732"
"Joel S.E.; Caffo B.S.; Van Zijl P.C.M.; Pekar J.J.","Joel, Suresh E. (36437394800); Caffo, Brian S. (35069047000); Van Zijl, Peter C. M. (7006760849); Pekar, James J. (7003771238)","36437394800; 35069047000; 7006760849; 7003771238","On the relationship between seed-based and ICA-based measures of functional connectivity","2011","Magnetic Resonance in Medicine","66","3","","644","657","13","162","10.1002/mrm.22818","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051687997&doi=10.1002%2fmrm.22818&partnerID=40&md5=47114304ba73356b95af48e7ff24e6b7","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-80051687997"
"Lee S.; Zipunnikov V.; Shiee N.; Crainiceanu C.; Caffo B.S.; Pham D.L.","Lee, Seonjoo (57201780823); Zipunnikov, Vadim (35232005200); Shiee, Navid (35189612000); Crainiceanu, Ciprian (6603085071); Caffo, Brian S. (35069047000); Pham, Dzung L. (7203009692)","57201780823; 35232005200; 35189612000; 6603085071; 35069047000; 7203009692","Clustering of high dimensional longitudinal imaging data","2013","Proceedings - 2013 3rd International Workshop on Pattern Recognition in Neuroimaging, PRNI 2013","","","6603550","33","36","3","1","10.1109/PRNI.2013.18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885200378&doi=10.1109%2fPRNI.2013.18&partnerID=40&md5=2a94a22275e892109c49af7caebbe7b4","Conference paper","Final","","Scopus","2-s2.0-84885200378"
"Eloyan A.; Li S.; Muschelli J.; Pekar J.J.; Mostofsky S.H.; Caffo B.S.","Eloyan, Ani (38661178300); Li, Shanshan (57217797574); Muschelli, John (40462056100); Pekar, Jim J. (7003771238); Mostofsky, Stewart H. (7003584880); Caffo, Brian S. (35069047000)","38661178300; 57217797574; 40462056100; 7003771238; 7003584880; 35069047000","Analytic programming with fMRI data: A quick-start guide for statisticians using R","2014","PLoS ONE","9","2","e89470","","","","7","10.1371/journal.pone.0089470","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896498454&doi=10.1371%2fjournal.pone.0089470&partnerID=40&md5=b6f0cb293aec55af0bfc78c4989cbccd","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84896498454"
"Qiu H.; Han F.; Liu H.; Caffo B.","Qiu, Huitong (56710878400); Han, Fang (55377043500); Liu, Han (26642968600); Caffo, Brian (35069047000)","56710878400; 55377043500; 26642968600; 35069047000","Robust portfolio optimization","2015","Advances in Neural Information Processing Systems","2015-January","","","46","54","8","10","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965128373&partnerID=40&md5=b805df49169b1b0b8f7c76db88aed101","Conference paper","Final","","Scopus","2-s2.0-84965128373"
"Shinohara R.T.; Crainiceanu C.M.; Caffo B.S.; Gaitán M.I.; Reich D.S.","Shinohara, Russell T. (39262570100); Crainiceanu, Ciprian M. (6603085071); Caffo, Brian S. (35069047000); Gaitán, María Inés (25951357200); Reich, Daniel S. (7102312699)","39262570100; 6603085071; 35069047000; 25951357200; 7102312699","Population-wide principal component-based quantification of blood-brain-barrier dynamics in multiple sclerosis","2011","NeuroImage","57","4","","1430","1446","16","35","10.1016/j.neuroimage.2011.05.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960253679&doi=10.1016%2fj.neuroimage.2011.05.038&partnerID=40&md5=d65517363a3c9a11af5eb7250efc06a8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79960253679"
"Harrison D.M.; Caffo B.S.; Shiee N.; Farrell J.A.D.; Bazin P.-L.; Farrell S.K.; Ratchford J.N.; Calabresi P.A.; Reich D.S.","Harrison, D.M. (26638746600); Caffo, B.S. (35069047000); Shiee, N. (35189612000); Farrell, J.A.D. (14819038600); Bazin, P.-L. (8439138300); Farrell, S.K. (35784278200); Ratchford, J.N. (23991616900); Calabresi, P.A. (35290391600); Reich, D.S. (7102312699)","26638746600; 35069047000; 35189612000; 14819038600; 8439138300; 35784278200; 23991616900; 35290391600; 7102312699","Longitudinal changes in diffusion tensor-based quantitative MRI in multiple sclerosis","2011","Neurology","76","2","","179","186","7","70","10.1212/WNL.0b013e318206ca61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751624436&doi=10.1212%2fWNL.0b013e318206ca61&partnerID=40&md5=b3340d3d54b02216d3eca497296b6ce5","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-78751624436"
"Zipunnikov V.; Greven S.; Shou H.; Caffo B.S.; Reich D.S.; Crainiceanu C.M.","Zipunnikov, Vadim (35232005200); Greven, Sonja (23097744100); Shou, Haochang (55980755700); Caffo, Brian S. (35069047000); Reich, Daniel S. (7102312699); Crainiceanu, Ciprian M. (6603085071)","35232005200; 23097744100; 55980755700; 35069047000; 7102312699; 6603085071","Longitudinal high-dimensional principal components analysis with application to diffusion tensor imaging of multiple sclerosis","2014","Annals of Applied Statistics","8","4","","2175","2202","27","25","10.1214/14-AOAS748","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919439034&doi=10.1214%2f14-AOAS748&partnerID=40&md5=0ef9b8c51bef9d8f18799005b7d2e663","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84919439034"
"Aurora R.N.; Caffo B.; Crainiceanu C.; Punjabi N.M.","Aurora, R. Nisha (22950265400); Caffo, Brian (35069047000); Crainiceanu, Ciprian (6603085071); Punjabi, Naresh M. (7004869128)","22950265400; 35069047000; 6603085071; 7004869128","Correlating subjective and objective sleepiness: Revisiting the association using survival analysis","2011","Sleep","34","12","","1707","1714","7","51","10.5665/sleep.1442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555173032&doi=10.5665%2fsleep.1442&partnerID=40&md5=97be10fbb384cc5953b7d5c2d1c8020c","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-82555173032"
"Eloyan A.; Muschelli J.; Nebel M.B.; Liu H.; Han F.; Zhao T.; Barber A.; Joel S.; Pekar J.J.; Mostofsky S.; Caffo B.","Eloyan, Ani (38661178300); Muschelli, John (40462056100); Nebel, Mary Beth (34873055300); Liu, Han (26642968600); Han, Fang (55377043500); Zhao, Tuo (55178265500); Barber, Anita (57214227631); Joel, Suresh (36437394800); Pekar, James J. (7003771238); Mostofsky, Stewart (7003584880); Caffo, Brian (35069047000)","38661178300; 40462056100; 34873055300; 26642968600; 55377043500; 55178265500; 57214227631; 36437394800; 7003771238; 7003584880; 35069047000","Automated diagnoses of attention deficit hyperactive disorder using magnetic resonance imaging","2012","Frontiers in Systems Neuroscience","","JULY 2012","","","","","61","10.3389/fnsys.2012.00061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864968008&doi=10.3389%2ffnsys.2012.00061&partnerID=40&md5=96be5a28016652b5c410b1f3e6aa7a80","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84864968008"
